,br_ibov_ret_log,br_selic_diff,br_dolar_diff,br_ipca,br_pib_ret_log,ipca_expectativa_diff,embi_brasil_diff
2017-09-29,0.0098336391398223,0.0,-0.0190999999999998,0.4026666666666666,0.0014402990515538,0.0,-6.0
2017-10-02,0.0008879680914972,0.0,-0.0038,0.4154838709677419,0.0031767943466309,0.0699999999999999,-1.0
2017-10-03,0.0318045903781936,0.0,-0.0140000000000002,0.4109677419354838,0.0003023133070918,0.0,-1.0
2017-10-04,-0.0022431768603752,0.0,-0.0186999999999999,0.4064516129032258,0.000302221941375,0.0,0.0
2017-10-05,0.000352459715545,0.0,0.0032,0.4019354838709677,0.0003021306308692,0.0,-4.0
2017-10-06,-0.0073752733229017,0.0,0.0301,0.3974193548387096,0.000302039375521,0.0,3.0
2017-10-09,-0.0043219948422947,0.0,0.0121999999999999,0.3838709677419354,0.0009055711453171,0.01,0.0
2017-10-10,0.0153320961257001,0.0,-0.0081999999999999,0.3793548387096774,0.0003016749047191,-0.01,4.0
2017-10-11,-0.0030868040947016,0.0,-0.0049000000000001,0.3748387096774193,0.0003015839244167,0.0,-1.0
2017-10-13,0.0042954833375485,0.0,-0.0066999999999999,0.3658064516129032,0.0006028951273169,0.0,-3.0
2017-10-16,-0.0012737033993435,0.0,0.0034999999999998,0.352258064516129,0.0009036617085929,0.0,-2.0
2017-10-17,-0.009027253924545,0.0,0.0161999999999999,0.347741935483871,0.0003010391929265,0.0,-2.0
2017-10-18,0.0051049904049929,0.0,-0.0095999999999998,0.3432258064516129,0.0003009485956013,0.0,-4.0
2017-10-19,-0.0040294676235266,0.0,0.0059,0.3387096774193548,0.0003008580527943,0.0,0.0
2017-10-20,0.0014147794387309,0.0,0.0100999999999999,0.3341935483870968,0.0003007675644486,0.01,-3.0
2017-10-23,-0.0128852142408018,0.0,0.0169999999999999,0.3206451612903226,0.0009017603071903,0.0,0.0
2017-10-24,0.0123483577191763,0.0,0.0466999999999999,0.3161290322580645,0.0003004061547358,0.0,1.0
2017-10-25,0.0041955087322822,0.0,-0.0082999999999997,0.3116129032258065,0.0003003159379808,-0.01,0.0
2017-10-26,-0.0101595583063467,-0.0027629999999999,0.0057,0.3070967741935484,0.0003002257753923,0.0,8.0
2017-10-27,0.0010535188500746,0.0,0.0356999999999998,0.3025806451612903,0.0003001356669294,0.0,-4.0
2017-10-30,-0.0155996159602196,0.0,-0.0253999999999998,0.2890322580645161,0.000899866890494,0.0,1.0
2017-10-31,-0.0065992674512731,0.0,0.0221999999999997,0.2845161290322581,0.0002997757733211,0.0,4.0
2017-11-01,-0.0065347355378158,0.0,-0.0032999999999998,0.28,0.0002996859347366,0.04,1.0
2017-11-03,0.0012319023617113,0.0,0.0183999999999997,0.2906666666666667,0.0004984934319072,0.0,5.0
2017-11-06,0.0053432048647898,0.0,-0.0068999999999999,0.3066666666666667,0.0007472745278747,0.0,-2.0
2017-11-07,-0.0258455289650232,0.0,-0.0118,0.312,0.0002489674676287,0.0,6.0
2017-11-08,0.0265450460577287,0.0,-0.0223999999999997,0.3173333333333333,0.0002489054982568,0.0,0.0
2017-11-09,-0.0194447176299963,0.0,0.0005999999999999,0.3226666666666666,0.000248843559726,0.0,2.0
2017-11-10,-0.0105447678240757,0.0,0.0145999999999997,0.328,0.0002487816520151,0.0,-2.0
2017-11-13,0.0042726539512418,0.0,0.0212000000000003,0.344,0.0007459738176063,0.0,-2.0
2017-11-14,-0.0230013908735333,0.0,-0.0039000000000002,0.3493333333333333,0.0002485343288896,0.0,5.0
2017-11-16,0.0235117814713561,0.0,-0.0025999999999997,0.36,0.0004968834265639,0.0,-5.0
